locality,elev,month,day,year,cfb,temp,wd,rh,pcuring,ros,hfi,tfc0,sfl,bui,cfl,sfc0,dmc,sfc,bfc,tfc,isi,fire_occurrence,cfb_lag1,cfb_lag2,cfb_lag3,cfb_lag5,cfb_lag6,cfb_lag7,dmc_lag1,dmc_lag2,dmc_lag3,dmc_lag5,dmc_lag6,dmc_lag7,temp_lag1,temp_lag2,temp_lag3,temp_lag5,temp_lag6,temp_lag7,tfc_lag1,tfc_lag2,tfc_lag3,tfc_lag5,tfc_lag6,tfc_lag7,ros_lag1,ros_lag2,ros_lag3,ros_lag5,ros_lag6,ros_lag7,pcuring_lag1,pcuring_lag2,pcuring_lag3,pcuring_lag5,pcuring_lag6,pcuring_lag7,bfc_lag1,bfc_lag2,bfc_lag3,bfc_lag5,bfc_lag6,bfc_lag7,hfi_lag1,hfi_lag2,hfi_lag3,hfi_lag5,hfi_lag6,hfi_lag7
Chateh,337.0,8,21,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,8,22,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,8,23,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,8,24,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,8,25,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,8,26,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,8,27,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,8,28,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,8,29,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,8,30,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,8,31,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,9,1,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,9,2,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,337.0,9,3,2023,0.0,18.7910004,90.0,33.0,84.0,1.66999996,281.0,0.560000002,6.44306612,25.5020008,0.0,0.560000002,14.0570002,0.560000002,0.35,0.560000002,7.97399998,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,523.0,9,4,2023,0.0,12.8549995,225.0,54.0,84.0,0.430000007,276.0,2.1400001,14.0594835,83.9440002,0.0420277119,2.1400001,52.3689995,2.1400001,0.35,2.1400001,1.30499995,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,281.0,281.0,281.0,281.0,281.0,281.0
Chateh,550.0,9,4,2023,0.0,12.698,225.0,54.0,84.0,0.310000002,170.0,1.83000004,10.7038298,82.1959991,0.0563472882,1.83000004,51.1949997,1.83000004,0.35,1.83000004,1.30900002,0,0.0,0.0,0.0,0.0,0.0,0.0,52.3689995,14.0570002,14.0570002,14.0570002,14.0570002,14.0570002,12.8549995,18.7910004,18.7910004,18.7910004,18.7910004,18.7910004,2.1400001,0.560000002,0.560000002,0.560000002,0.560000002,0.560000002,0.430000007,1.66999996,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,276.0,281.0,281.0,281.0,281.0,281.0
Cleardale,609.0,7,1,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,51.1949997,52.3689995,14.0570002,14.0570002,14.0570002,14.0570002,12.698,12.8549995,18.7910004,18.7910004,18.7910004,18.7910004,1.83000004,2.1400001,0.560000002,0.560000002,0.560000002,0.560000002,0.310000002,0.430000007,1.66999996,1.66999996,1.66999996,1.66999996,84.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,170.0,276.0,281.0,281.0,281.0,281.0
Cleardale,609.0,7,2,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,51.1949997,52.3689995,14.0570002,14.0570002,14.0570002,25.7339993,12.698,12.8549995,18.7910004,18.7910004,18.7910004,1.89999998,1.83000004,2.1400001,0.560000002,0.560000002,0.560000002,8.13000011,0.310000002,0.430000007,1.66999996,1.66999996,1.66999996,40.0,84.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,170.0,276.0,281.0,281.0,281.0
Cleardale,609.0,7,3,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,51.1949997,14.0570002,14.0570002,14.0570002,25.7339993,25.7339993,12.698,18.7910004,18.7910004,18.7910004,1.89999998,1.89999998,1.83000004,0.560000002,0.560000002,0.560000002,8.13000011,8.13000011,0.310000002,1.66999996,1.66999996,1.66999996,40.0,40.0,84.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,170.0,281.0,281.0,281.0
Cleardale,609.0,7,4,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,52.3689995,14.0570002,14.0570002,25.7339993,25.7339993,25.7339993,12.8549995,18.7910004,18.7910004,1.89999998,1.89999998,1.89999998,2.1400001,0.560000002,0.560000002,8.13000011,8.13000011,8.13000011,0.430000007,1.66999996,1.66999996,40.0,40.0,40.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,276.0,281.0,281.0
Cleardale,609.0,7,5,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,51.1949997,52.3689995,14.0570002,25.7339993,25.7339993,25.7339993,12.698,12.8549995,18.7910004,1.89999998,1.89999998,1.89999998,1.83000004,2.1400001,0.560000002,8.13000011,8.13000011,8.13000011,0.310000002,0.430000007,1.66999996,40.0,40.0,40.0,84.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,170.0,276.0,281.0
Cleardale,609.0,7,6,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,51.1949997,52.3689995,25.7339993,25.7339993,25.7339993,25.7339993,12.698,12.8549995,1.89999998,1.89999998,1.89999998,1.89999998,1.83000004,2.1400001,8.13000011,8.13000011,8.13000011,8.13000011,0.310000002,0.430000007,40.0,40.0,40.0,40.0,84.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,170.0,276.0
Cleardale,609.0,7,7,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,51.1949997,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,12.698,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.83000004,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,0.310000002,40.0,40.0,40.0,40.0,40.0,84.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,170.0
Cleardale,609.0,7,8,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,9,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,10,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,11,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,12,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,13,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,14,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,15,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,16,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,17,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,18,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,19,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,20,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,21,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
Cleardale,609.0,7,22,2023,0.0,25.7339993,256.0,24.0,40.0,8.13000011,4634.0,1.89999998,6.51978016,88.1080017,0.250804394,1.89999998,63.8149986,1.89999998,0.35,1.89999998,13.5679998,0,0.0,0.0,0.0,0.0,0.0,0.0,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,63.8149986,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,25.7339993,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,1.89999998,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,8.13000011,40.0,40.0,40.0,40.0,40.0,40.0,0.35,0.35,0.35,0.35,0.35,0.35,4634.0,4634.0,4634.0,4634.0,4634.0,4634.0
